text,target
مجهودات الحكومة الجبارة لي محاربة الفساد,1
كاينة شي ماركة في البشر خاصهم طريحة العصا باش إيفهموك,0
لي دار الذنب استاهل العقوبة,0
تفو على كونكسيون حتى ولا زبالة,0
فكرة واعرة,1
إن شاء الله مايكون ع الخير الله كتب ليك رزقك ونهار غدى تزوجي غادي عريسك وخا يكون في شي غار ,1
الحلقة نتاع البارح واعرة الله يعطيك صحة أخاي خالد,1
عندك الصح في هادي,1
مابقا فيه ميتشاف,0
السعادة لاترحل أبدا مع أحد أخبروا الراحلين بذالك,1
بحال هاد ناس نقدر نصنفهم بان الحمير اذكى منهم,0
اخويا بحالي بحالك صدموني وحق الله,0
خاوة خاوة نعيشو ديما في سلام الجار يخاف على جارو كملووها,1
فعلي الموقع حبيبة ,1
واش هادي محاضرة ولا خطبة ,0
الراجل ده بيقول كلام زي الفل غالبا معندوش,1
والله حشمت منك ختي سنسن على هذه العبارات الزينة أنت كلك إحترام والله ,1
فرحت مين راني فانز ليك,1
والله لن ينسى وجعك قط ولن ينسى دعواتك الملحة وهمساتك الحزينة ف ستمر بك الأيام وستتأكد أن الله استجاب لك,1
تصبحو على خير,1
حشومة حتى من الموت دارو منها فرجة ,0
الف مبروك للعروسين,1
من طنجة كانسلم عليكم ,1
الله يكثر من امثالها بغينا نشوفو بحال هاد الناس لي كفكرو بحالها راه الله مكاينش غير ف المساجد ,1
تشرفنا فاي وقت اخي مرحبا بيك عندنا,1
أنا رجعت للدراما المكسيكية القديمة خخخ رووعة,1
الله يبارك لها في صدقتها,1
على الله غير نقراو,1
مساء الورد اعتذر ما انتبهت اني مارديت عليك ,1
لؤلؤة القصر الملكي لالة خديجة رفقة والدها جلالة الملك محد السادس حفظه الله ونصره,1
الحب كلو بالتوفيق,1
آمين الله بحفضك,1
يارب يقني وحسن ظن فيك يامن له خير كله وليس له شر كله يارب رضيت رضيت رضيت,1
المهارة في الخياطة البيع الملابس,1
أعجبتني,1
بصحتك شفتيها,1
كوني انت بجمالك بعيوبك بملامحك التي تميزك لا احد يشبهك فريدة من نوعك طوري ذاتك وارتقي بمعلوماتك,1
كاين اللي بعيد عليك ويتمنى لك الخير,1
شوفو الأناقة يا ناس ,1
دابا السؤال المطروح مازال ماجوبتيش عليه جاوبني الله يرحم الوليدين,1
شوفو جمال الحب ربي يحفظها,1
شرفتينا سهيلة الحلقة كانت جد رائعة و لي محليها وجودك فيها,1
أكيد كانت جد رائعة و كأنها عندها خبرة سنين برافو عليها تجربة جديدة عليها و نجحت فيها بامتياز,1
اللهم سواريز ولا بواتينغ الفاشل ,0
سلمكي الله منكل سوء,1
بارك الله فيكي حبيبتي الغالية وجزاكي الله خيرا,1
حشومة عليك,0
لكي الحق أن تعتزي بأعمالك ولنا الحق أن نفرح معكي سهيلة توب حالة فانزك اليوم ,1
الله يخفف ما نزل,1
تفكير سليم من سيدة مغربية ماأحوجنا لأمثالك سيدتي الجزاء ليس فقط في بناء المساجد بل أيضا في الاستثمار في العقول البشرية,1
أحسن مدينة في نظري من حيث العقليات والتضحية مع الابناء خصوصا في الدراسة وكايتقاتلوا مع ولادهم دون انتظار مقابل هي فاس,1
رغم كل ماحصل معي مازال مافقدتش الأمل,1
بنادم حتى كيمرض عاد كيعرف راسو شحال ضعيف ولا شيء,0
اللهم آمين وانت داعى ولك المثل واكثر يارب العالمين,1
حتى حنا كنوجهوا ليها مليار و مليون شكرا شكرا شكرا,1
علاش بالعكس كانت تهبل رأيك ونحترموه على كل حال انشاء الله تقنعك في الحلقات القادمة ,1
لقاء جميل جمعنا بمعالي محمد الأعرج وزير الثقافة و الاتصال المغربي في المعرض الدولي للكتاب الدورة بالدار البيضاء,1
ظروفي النفسية سيئة استحملوني لحد ما ربنا ياخدني,0
الكورة بتحب بوطيب والله,1
الحمد لله على كل حال ربي يدوم الصحة والعافية انشاء الله على الجميع,1
هؤلاء هم خطر علا البلاد,0
نوال الزغبي فنانه يعشقها المسرح وما فيه يستغنى عنها,1
مزيان حتى هادي فكرة ,1
أحياني على الطبقة الكادحة ,0
الله اذكرك بالخير ,1
الله اعمرها دار مسكين ,1
داك السيد ولد الناس ,1
للأسف ماعندي ماندير ليك ,0
واخا ماعرفتوش ولكن باين فيه ولد الناس ,1
ياسين بونو داير ماتش واعر,1
ما شاء الله شرحه جميييل ومفيد وفيه معلومات ما كنا نعرفها,1
نتمنى نشوف مبارة كبيرة تطغى فيها كرة القدم عن اي شيء ويكون الفور للأفضل,1
الجو زوين,1
هاذ النهار زوين و غدا حتى هو غادي يكون زوين و السيمانة كلها اتكون زوينة,1
غايجي واحد الوقت و غادي نحقق فيه كاع داكشي لي كانتمناه حيت حتى حاجة ما مستحيلة,1
ربي يدير لك لفيها الخير,1
الله يهدي ماخلق وصافي حتى شي وحدين مطيحين علينا الدل,0
كلامي واضح ومفهوم مايحتاجش نترجم انا ماشي مترجمه,0
لحسد ومايدير زريعة لقنب,0
ايواا هادي خبار زينه ,1
بعد اداءه الى بقا في مستواه يقدر في اقرب فرصه يحترف,1
مبروك لقطر لعقبه لكاس,1
الحمدلله ماشي غي انا لي لاحظت هادشي,1
 حنا ماشي عنصريين حنا شعب متعايش عزاز عليا اليهود المغاربة,1
 فال خير اساط راهم رابحين,1
النحس الرجاء و نهضة بركان و حسنية أكادير في مجموعة واحدة,0
هادي البدايه ومزال مزال,1
 اودي نسكت حسن لي,0
بزااف عليك مكاينش شي كلب قدك,0
مابقينا فاهمين والو فهاد لبلاد,0
اودي لا تستغرب مابقاتش المصداقيه في كلشي المجالات,0
كل واحد وميولاته ويوم تعلق عدل اسلووبك واحترم غيرك,1
ايوااا لحمدوو الله مين هداهم الله ودخلوه,1
ضيع راسو براسو للأسف,0
اول مره كنسمع عليها كتبان زوينه ,1
 وضروري فينما شي مغربي انا معاه,1
صافي بدات تعلن الحرب عليا من دبا ,0
كيرتكب الاخطاء بزاف,0
واش ناس دير على بحال هادو بلا عقل مساكين,1
لانك من طبيعتك انسان سافل و لي يدور على سفاله يلقاها الله يحرق لي امثالك شوهتو الدين الاسلامي,0
الجمال جمال الاخلاق شنو ندير به الى هو زوين و اخلاقو,1
واخيراا الاعلام قالها زينه,1
المغاربه وجزائريين دايما جايبين لعز,1
 وياه حتى انا بحالك فاش سمعتها تصدمت,0
وزااايدها بساعة الصيفية في فصلالشتاء بغيت لك الغرق في الغرق ,0
 حنا فرحانين كثر من المصريين ,1
من حقك تعطي رأيك اخويا ولكن انا شفت مقارنة ب امرابط قديما اللاعب كان نااقص,0
عبييد من درجة الاولى الله ينعل فلووس لي تخلي بنادم يركع لهااد لقوم,0
كنتم الافضل احنااا معااكم في الحلووه والمره ندعمكم نساندكم,1
من بعد ما شفت الوجه الثاني لبعض العرب الجهلاء المنافقين الخبيثين كنت أتمنى لو كانت الصورة حقيقية ويضربو راسهم مع أقرب حيط يلاااااه,0
بلادي يازين البلدان ,1
انا كنشجع الفرقة ماشي البراهش,0
مستهترين للاسف,0
بالضبط هادا لي قصدت الله يصلح الحال ,1
الله يقدرك على فعل الخير ختي فاطمة,1
 الله يدوزها على خير,1
ان شاء الله غنعاودوها غدا ,1
