"index","comment_message","sentiment","comment_published"
"2000","لانه داعشي بنكيراني عبد لبنكيران؟","N","2016-10-07 14:46:45"
"2001","ان شاء الله العدالة و التنمية Number 1","P","2016-10-07 14:48:47"
"2002","إلى مكانش التزوير اقسم أنه فوز سيكون كاسح العدالة و التنمية 
لكن كيف ما سمعت و شفت شي حوايج راه البام دار خدمتوا لك الله يا وطن","N","2016-10-07 14:49:12"
"2003","نتائج ستكون على شكل التالي الأصالة والمعاصرة. ثانيا حزب الاستقلال ..ثالثا حزب مصباح صنع صيني","N","2016-10-07 14:50:07"
"2004","العدالة و التنمية إنشاء اللللللللللللللله","P","2016-10-07 14:50:20"
"2005","هههههههههه يلا طلعت البام غادي تبقى تسمع ف هسبريس و شوف تيفي اخبار من قبيل فضيحة فستان هيفاء وهبي..و اكتب رقم 5 وانظر مادا سيحدث راكم عارفين","N","2016-10-07 14:50:25"
"2006","منيب  تخلق  العجب","P","2016-10-07 14:50:29"
"2007","بدلوا ""البوطات"" د الكاز.. قبل مايلبس بنكيران الجلابة.. راه غايزيد فيها ولد القاف","N","2016-10-07 14:51:59"
"2008","إن شاء الله ديما بنكيران والسلام عليكم ورحمة الله وبركاته","P","2016-10-07 14:52:23"
"2009","الاصالة والمعاصرة إنشاء الله","P","2016-10-07 14:58:22"
"2010","الناس ديال فاس تايتعاونو مع السي بنكيران باش يصلح الطواليط فالولاية الثانية حيث راه تايخرا غي فالزنقة","N","2016-10-07 15:03:09"
"2011","العدالة و التنمية ولاية تانية","P","2016-10-07 15:03:43"
"2012","نعم العدالة والتنمية حزب دو مرجعية اسلامية ،، يريد الاصلاح ..... لكن اغلبية الشعب فقد التقة في كل الاحزاب","P","2016-10-07 15:04:24"
"2013","الإعلام حزب الفساد البام","N","2016-10-07 15:04:24"
"2014","ديك 57 فالمية لي بقات غايكملوها من عندهوم كالعادة باش يطلعو الحزب لي بغاو افاك ليكوم بلااد الديمقراطية كاليك","N","2016-10-07 15:09:06"
"2015","بالنسبة لناس لي صوتو نهار 7 اكتوبر على البام واش ديتو معاكم شي بردعة ولجام وجوج رباطي تاع الفاصة","N","2016-10-07 15:11:21"
"2016","هههه نسبة المشاركة الضعيفة تنقد بنكيران الذي فوضه 7% من الشعب انا شخصيا كنعترف غير بالملك هو بوحدو","N","2016-10-07 15:11:49"
"2017","شوف تيفي بعد ما شافت اكتساح العدالة و التنمية قرروا يقلبوها صور سياحية ههههههههههههههههههه","P","2016-10-07 15:13:05"
"2018","نعم الرئيس انت يابنكيران جيتي يافليتوكس وقتلتي دبان والفيران ههههه  بيت شعري من قصيدة للحgتي ودنيك عدظها ! وعاش بن كيران","P","2016-10-07 15:15:32"
"2019","الكل واثق و متاكد من ان حزب العدالة و التنمية حقق الكثير مما لم تستطع احزاب اخرى تحقيقها في سنين عديدة","P","2016-10-07 15:16:33"
"2020","شعبية ابنكيران في تراجع كبيير خخخخخههههه
ولاية ثانية انشاء الله الآتي أفضل انشاء الله","P","2016-10-07 15:17:59"
"2021","35 سنة ونحن نعيش الحلم , والله العظيم لن نتغير لا بعد نجاح البيجيدي ولا البيخيدي ولا ,,,,,","N","2016-10-07 15:19:11"
"2022","ادخلوا إلى راديو العدالة والتنمية يعلن عن اكتساح الحزب للانتخابات البرلمانية","P","2016-10-07 15:19:20"
"2023","بان ليا القرد د بنكيران هو تاني ليرجع","N","2016-10-07 15:19:31"
"2024","كذوب في كذوب في كذوب خخخخخ كيكذبو باش يقولو للعالم و أمريكا بالأخص بأن المغرب بلاد الديمقراطية ....... أ فاكيو وزارة داخلية","N","2016-10-07 15:20:15"
"2025","أفضل واحد كيستحق الفوز هو بن كيران صوتنا ليك قدم ما لم تقدمه الحكومات السابقة","P","2016-10-07 15:21:32"
"2026","اتمنى ان تفوز نبيلة منيب","P","2016-10-07 15:22:27"
"2027","ولاية ثانية ان شاء الله لبنكيران","P","2016-10-07 15:22:55"
"2028","سير جيب شي دويرة فقطر نتا والهمة يا الله تنساو الدقة ديال عمو بنكيران","P","2016-10-07 15:26:37"
"2029","شباط ليوم يبات في صبيطار هههههه","P","2016-10-07 15:29:06"
"2030","الهزيمة بإدن الله للتراكتور والفوز للزعيم بنكيران","P","2016-10-07 15:31:30"
"2031","العدالة و التنمية 💡💡💡💡💡💡","P","2016-10-07 15:32:22"
"2032","داكشي لي بقا نتا تولي رئيس حكومة ههههههه والله الى هزلت","N","2016-10-07 15:35:47"
"2033","اللهم انصر بنكيران وحزبه العدالة والتنمية وانصر الشعب المغربي","P","2016-10-07 15:38:09"
"2034","يا ربي تربح العدالة و التنمية","P","2016-10-07 15:38:18"
"2035","عمرك شفتي سي رءيس الحكومة مستوى الثقافي ديالو الرابعة ثانوي وواش باغين تضحكو فينا العالم","N","2016-10-07 15:40:13"
"2036","العدالة و التنمية 😃","P","2016-10-07 15:40:23"
"2037","الحمد لله 
هههههههههههههههههههههههههههههههه البام بقيتو فيا شحاااال تاع لفلوس عطيتو لناس","N","2016-10-07 15:42:09"
"2038","واش شباط هرب هرب 😂😂😂😂😂😂😂😂","P","2016-10-07 15:43:35"
"2039","اكتساااح العدالة و التنمية بمدينة فاس","P","2016-10-07 15:43:39"
"2040","اكتساح البيجيدي في:
اكادير، انزكان، تيزنيت، اشتوكة، تارودانت، زاكورة، كلميم،مراكش منارة،فاس زواغة،طنجة،تطوان،سلا","P","2016-10-07 15:44:07"
"2041","لو خسر بنكيران أيضا ستقولون الدولة لم تعد تريد بنكيران وبلا بلا ...","N","2016-10-07 15:44:24"
"2042","شباط مبقاش عندو لوجه إبان العقبى الاصالة حتى هي","P","2016-10-07 15:44:48"
"2043","النصر انشاء الله يا اخوان العدالة و التنمية","P","2016-10-07 15:44:54"
"2044","لا بد للحزب أن يعيد النظر في سياسته ،يجب أن يلتقي بحزب العدالة والتنمية بصدق من أجل الوطن وتخليق الحياة  السياسة","P","2016-10-07 15:46:04"
"2045","يااااااااااااااربي العدالة و التنمية ان ينصركم الله فلا غالب لكم ... يارب تنصر العدالة و التنمية","P","2016-10-07 15:47:42"
"2046","شباط شفر بالسيف100 ./.","N","2016-10-07 15:48:45"
"2047","زينة مراكش اهلها الله يعمرها دار اناس طيبين بشوشين تحية خاصة الى كل عمال مستشفى محمد السادس من اول عامل بالسكيريتى الى اكبر طبيب مزيدا من التالق","P","2016-10-07 15:49:16"
"2048","هههه تاواحد ميحمرالوجه المخير فيهم كيمشي كيمل النعاس في البرلمان وكيتخلص خلصة مايستاهلهاش ومخلين المواطن كيتخبط في مشاكل","N","2016-10-07 15:50:04"
"2049","والله العظيم مهزلة استعملوا جميع الوسائل لطرد حزب العدالة والتنمية من الحكومة ولكن بأذن الله بن كيران سيفوز بولاية ثانية إن شاء الله","N","2016-10-07 15:50:12"
"2050","نبيلة منيب تصوت و تركب سيارة النصر.

.","P","2016-10-07 15:50:14"
"2051","بغينا بنكيران بغينا بن كيران","P","2016-10-07 15:50:27"
"2052","صراحة أنا شربت القهوة  على حساب  الأصالة والمعاصرة وصوت على العدالة والتنمية.","P","2016-10-07 15:53:06"
"2053","بنكيران بنكيران.........بنكيران اسي","P","2016-10-07 15:55:30"
"2054","نريد الاغلبية ان شاء الله اما الفوز مضمون بحول الله","P","2016-10-07 15:57:07"
"2055","كتبردوا على قلبكم هههههههه العدالة و التنمية ❤️","P","2016-10-07 15:57:10"
"2056","لم نعد نثق في الأحزاب السياسية  ولا يهمنا من سيربح","N","2016-10-07 16:00:08"
"2057","ههههههههههه مسكين كيحلم هاد البزناس برئيس الحكومة  #العدالة_والتنمية تكتسح جل المدن المغربية","P","2016-10-07 16:03:51"
"2058","نريد معرفة النتائج حتى نرسل التهاني لرئيس الحكومة الجديد","P","2016-10-07 16:05:10"
"2059","و شنوا بقا العماري لحشايشي","N","2016-10-07 16:05:24"
"2060","قديمة لعبو غيرها .... حزب العدالة و التنمية هو الذي اكتسح الانتخابات و بن كيران رئيسا للحكومة لولاية ثانية","P","2016-10-07 16:05:40"
"2061","ل نقا موتو يا حساااااااد #العدالة و التنمية","P","2016-10-07 16:06:02"
"2062","لقد قمت بواجبي الوطني ، وصوت للحزب الذي يستحق أن يمثلني في الحكومة أو المعارضة .
ولا أتردد و لن أتردد في قولها و أمام الملأ .
💡💡💡💡💡💡💡💡💡💡💡","P","2016-10-07 16:06:07"
"2063","الى مكب النفايات لن نرضى ان يترأس الحكومة شخص متلك","N","2016-10-07 16:06:32"
"2064","هنيئا للمغاربة الأحرار  المغاربة والله حتى عارفين مصلحتهم فين ومعامن لبناء البلاد وهاد 5 سنين عتشوفو الواقع وعلاش صوتنا على العدالة وديما مغرب","P","2016-10-07 16:06:52"
"2065","ااحكومة انتهت صلاحيتها ايها المعتوه","N","2016-10-07 16:09:55"
"2066","بانت ليكوم غير الاصالة و المعاصرة وداك الاكتساح ديال العدالة و التنمية مابانش ليكوم ايوا الله ينعلكم الى يوم الدين","N","2016-10-07 16:10:38"
"2067","انا ما شفت بلي وضع المواطن البسيط خلال فترة هاته الحكومة قد عرف تحسنا على العكس غير فين اتكفست وضعيتو","N","2016-10-07 16:12:12"
"2068","الياس العماري لا محل له من الاعراب ....","N","2016-10-07 16:12:45"
"2069","انا الوحيد لنصوت عليه مغمض عيني ونحميه من كل شر وأفديه بروحي ودمي هو ملكنا الهمام محمد السادس ملك الفقراء والمساكين","P","2016-10-07 16:14:10"
